,rooms,garages,useful_area,latitude,longitude,value,interior_quality,time_on_market,sold,value-5,value-10,value-15,value-20,yregr_test,regrpreds,dist,classpreds,classpreds_proba,misclassified,classpreds-5,classpreds-10,classpreds-15,classpreds-20,timepreds,timepreds-5,timepreds-10,timepreds-15,timepreds-20,dist20,dist15,dist10,dist5
4778,1.0,1.0,49,-23.5447855,-46.6866839,480399,3,64.0,1,456379.05,432359.10000000003,408339.14999999997,384319.2,480399,467398.47,-13000.53125,1,0.76305515,False,1,1,1,1,82.8636,80.820404,80.820404,49.027546,65.227875,-17.635727,-33.836056,-2.0431976,-2.0431976
4787,3.0,1.0,130,-23.549525,-46.6817011,1080580,3,174.0,1,1026551.0,972522.0,918493.0,864464.0,1080580,1242923.5,162343.5,1,0.5965886,False,1,1,1,1,65.26018,65.26018,79.88448,77.66796,61.66983,-3.5903473,12.4077835,14.624306,0.0
3353,3.0,1.0,71,-23.538201500000003,-46.5914252,364359,2,49.0,1,346141.05,327923.10000000003,309705.14999999997,291487.2,364359,494560.47,130201.46875,1,0.8584763,False,1,1,1,1,87.59269,87.59269,87.59269,87.59269,87.59269,0.0,0.0,0.0,0.0
5093,1.0,1.0,70,-23.5668886,-46.6624209,920582,3,288.47838106105706,0,874552.8999999999,828523.8,782494.7,736465.6000000001,920582,957157.3,36575.3125,0,0.0832461,False,0,0,0,0,139.80441,139.80441,133.54591,133.54591,122.43279,-17.37162,-6.258499,-6.258499,0.0
48,3.0,2.0,85,-23.6099746,-46.6804737,959694,2,67.0,1,911709.2999999999,863724.6,815739.9,767755.2000000001,959694,987315.94,27621.9375,1,0.5531166,False,1,1,1,1,128.1618,122.056465,140.64917,88.52707,79.882675,-48.27913,-39.634735,12.487366,-6.105339
1274,4.0,3.0,351,-23.6390494,-46.7007211,3719380,3,155.93708830446985,0,3533411.0,3347442.0,3161473.0,2975504.0,3719380,3288760.0,-430620.0,0,0.067519605,False,0,0,0,0,207.53831,170.55603,170.55603,192.78098,176.47726,-31.06105,-14.7573395,-36.982285,-36.982285
5715,2.0,1.0,67,-23.5355062,-46.6827225,534862,2,105.0,1,508118.89999999997,481375.8,454632.7,427889.60000000003,534862,681106.25,146244.25,1,0.87391144,False,1,1,1,1,79.088936,83.834724,83.834724,79.22574,79.22574,0.13680267,0.13680267,4.7457886,4.7457886
2622,2.0,1.0,65,-23.6174057,-46.6346784,435396,2,110.0,1,413626.19999999995,391856.4,370086.6,348316.80000000005,435396,549231.44,113835.4375,1,0.7700987,False,1,1,1,1,73.98639,56.709812,54.085445,62.748672,62.748672,-11.237717,-11.237717,-19.900944,-17.276577
3329,1.0,1.0,95,-23.618834600000003,-46.6853719,1375460,2,24.0,1,1306687.0,1237914.0,1169141.0,1100368.0,1375460,908717.1,-466742.875,0,0.37852722,True,0,0,0,1,170.13455,89.44133,136.93762,128.56349,135.1551,-34.979446,-41.57106,-33.19693,-80.69322
4810,3.0,1.0,126,-23.5346235,-46.6796381,1055210,3,349.7107222708512,0,1002449.5,949689.0,896928.5,844168.0,1055210,1273394.5,218184.5,0,0.032547437,False,0,0,0,0,83.66108,84.45309,84.45309,53.679302,67.77133,-15.889748,-29.981777,0.79200745,0.79200745
2120,4.0,3.0,172,-23.6110862,-46.6573292,1747070,3,6.0,1,1659716.5,1572363.0,1485009.5,1397656.0,1747070,2084641.1,337571.125,1,0.77294135,False,1,1,1,1,119.27751,100.06964,100.06964,95.68087,84.089554,-35.187958,-23.596642,-19.20787,-19.20787
310,3.0,2.0,110,-23.5787342,-46.6509001,1142410,2,58.0,1,1085289.5,1028169.0,971048.5,913928.0,1142410,1237887.0,95477.0,0,0.49525914,True,1,1,1,1,93.19117,83.65632,83.65632,83.65632,81.4398,-11.751373,-9.534851,-9.534851,-9.534851
3296,2.0,2.0,82,-23.5910282,-46.649307,1063000,3,73.0,1,1009850.0,956700.0,903550.0,850400.0,1063000,1020741.25,-42258.75,0,0.42487314,True,0,0,1,1,128.48535,128.48535,128.48535,122.380005,116.02725,-12.458099,-6.1053467,0.0,0.0
7115,3.0,1.0,130,-23.5456938,-46.6562081,1186240,2,58.29364393781579,0,1126928.0,1067616.0,1008304.0,948992.0,1186240,1193986.5,7746.5,1,0.68414074,True,1,1,1,1,108.903305,97.25325,74.676834,75.46884,75.46884,-33.434464,-33.434464,-34.22647,-11.650055
5745,4.0,3.0,390,-23.6385523,-46.6999185,2764240,3,139.83373019901018,0,2626028.0,2487816.0,2349604.0,2211392.0,2764240,3325676.5,561436.5,0,0.13771458,False,0,0,0,0,113.50066,128.14023,144.95346,98.130066,98.130066,-15.370598,-15.370598,31.452797,14.6395645
2344,2.0,2.0,66,-23.5945758,-46.6111696,691612,2,23.0,1,657031.4,622450.8,587870.2,553289.6,691612,549474.5,-142137.5,1,0.5487868,False,1,1,1,1,143.19646,122.520676,111.43773,114.26729,109.18596,-34.010498,-28.929169,-31.758728,-20.675781
2631,4.0,4.0,267,-23.6360052,-46.73539470000001,2243320,2,80.36466578935192,0,2131154.0,2018988.0,1906822.0,1794656.0,2243320,2029772.8,-213547.25,0,0.22031605,False,0,0,0,0,141.78513,141.78513,117.07299,126.12994,144.3743,2.5891724,-15.6551895,-24.712135,0.0
535,3.0,3.0,240,-23.5985493,-46.7253398,1701460,3,62.979514852874686,0,1616387.0,1531314.0,1446241.0,1361168.0,1701460,1690158.0,-11302.0,1,0.5854064,True,1,1,1,1,119.668976,115.52205,115.52205,111.13328,111.13328,-8.535698,-8.535698,-4.146927,-4.146927
4830,3.0,1.0,69,-23.4993522,-46.6364125,460062,1,94.0,1,437058.89999999997,414055.8,391052.7,368049.60000000003,460062,515395.47,55333.46875,1,0.8540064,False,1,1,1,1,71.0611,71.0611,53.78452,51.160152,59.823376,-11.2377205,-19.900944,-17.276577,0.0
6444,2.0,3.0,161,-23.4946386,-46.6312263,1540730,2,159.58664872127412,0,1463693.5,1386657.0,1309620.5,1232584.0,1540730,1467507.9,-73222.125,0,0.48930445,False,1,0,0,0,105.28574,133.06514,94.21888,69.918846,62.338776,-42.946968,-35.366898,-11.066864,27.779396
5267,3.0,1.0,80,-23.5681165,-46.5830398,482255,2,83.0,1,458142.25,434029.5,409916.75,385804.0,482255,543212.25,60957.25,1,0.8575382,False,1,1,1,1,83.82838,85.921196,85.921196,78.765526,84.804375,0.9759979,-5.062851,2.0928192,2.0928192
8153,3.0,2.0,98,-23.6272005,-46.7346392,576890,2,73.0,1,548045.5,519201.0,490356.5,461512.0,576890,700480.56,123590.5625,1,0.6817179,False,1,1,1,1,59.001396,44.015995,40.778133,40.778133,36.16915,-22.832245,-18.223263,-18.223263,-14.985401
2222,4.0,4.0,312,-23.5384874,-46.6629745,4434340,2,279.07085590503584,0,4212623.0,3990906.0,3769189.0,3547472.0,4434340,3812649.8,-621690.25,0,0.021685412,False,0,0,0,0,151.26358,173.66212,173.66212,167.53685,162.1169,10.853317,16.27327,22.398544,22.398544
1146,2.0,1.0,50,-23.5610558,-46.6627905,655145,1,15.330334353780534,0,622387.75,589630.5,556873.25,524116.0,655145,820921.3,165776.3125,1,0.529675,True,1,1,1,1,119.43375,119.43375,111.58899,111.58899,99.37839,-20.055359,-7.844757,-7.844757,0.0
1567,3.0,1.0,75,-23.5480547,-46.5744608,441982,1,13.623595216654124,0,419882.89999999997,397783.8,375684.7,353585.60000000003,441982,450312.5,8330.5,1,0.8613026,True,1,1,1,1,75.31392,75.31392,78.52034,74.1971,74.1971,-1.1168213,-1.1168213,3.206421,0.0
2017,4.0,4.0,161,-23.6219732,-46.6756984,1999050,2,107.64233197590823,0,1899097.5,1799145.0,1699192.5,1599240.0,1999050,1961930.5,-37119.5,0,0.36908928,False,0,0,0,1,106.7708,106.7708,80.09464,80.09464,87.580536,-19.190262,-26.676155,-26.676155,0.0
4781,3.0,2.0,107,-23.5232852,-46.6827043,1319360,1,242.38542975852448,0,1253392.0,1187424.0,1121456.0,1055488.0,1319360,1328272.5,8912.5,0,0.16281334,False,0,0,0,0,185.26352,104.55168,96.17757,121.2016,95.37276,-89.89076,-64.06192,-89.08595,-80.71184
5819,3.0,2.0,260,-23.6162897,-46.6809649,2290310,3,1.0,1,2175794.5,2061279.0,1946763.5,1832248.0,2290310,2290097.2,-212.75,1,0.9440351,False,1,1,1,1,110.35862,110.35862,110.35862,100.816536,100.33999,-10.018631,-9.542084,0.0,0.0
6096,3.0,2.0,110,-23.6373937,-46.6319097,1087440,3,212.0545275053059,0,1033068.0,978696.0,924324.0,869952.0,1087440,921978.1,-165461.875,0,0.39302033,False,0,0,0,0,108.7851,106.59635,106.59635,104.37983,83.8131,-24.972,-4.4052734,-2.1887512,-2.1887512
2057,4.0,2.0,260,-23.5365459,-46.66019779999999,2650610,3,327.75976947702657,0,2518079.5,2385549.0,2253018.5,2120488.0,2650610,2774662.2,124052.25,0,0.023665858,False,0,0,0,0,153.85294,148.78313,124.0848,117.074196,117.074196,-36.77874,-36.77874,-29.768135,-5.069809
2625,3.0,2.0,102,-23.6135309,-46.6627197,1086580,3,17.07478597343776,0,1032251.0,977922.0,923593.0,869264.0,1086580,1053323.1,-33256.875,1,0.5210509,True,1,1,1,1,96.00848,114.17936,114.17936,111.96284,130.1083,34.09983,15.954361,18.170883,18.170883
2516,3.0,2.0,139,-23.5956199,-46.6311484,1217230,1,2.0,1,1156368.5,1095507.0,1034645.5,973784.0,1217230,1222043.1,4813.125,1,0.9394849,False,1,1,1,1,94.85142,94.85142,85.131226,87.24643,87.24643,-7.604988,-7.604988,-9.720192,0.0
2614,2.0,3.0,200,-23.5499502,-46.6901484,2253400,1,5.0,1,2140730.0,2028060.0,1915390.0,1802720.0,2253400,2064348.1,-189051.875,1,0.8089015,False,1,1,1,1,102.04214,102.04214,93.70161,88.48655,82.089066,-19.953072,-13.555588,-8.34053,0.0
6298,3.0,2.0,97,-23.5348065,-46.6784266,1267470,1,334.32190461460084,0,1204096.5,1140723.0,1077349.5,1013976.0,1267470,1063437.1,-204032.875,0,0.015271816,False,0,0,0,0,160.62552,152.25139,152.25139,99.620926,100.41293,-60.212585,-61.004593,-8.37413,-8.37413
4757,3.0,2.0,85,-23.6105962,-46.6890653,678213,1,85.0,1,644302.35,610391.7000000001,576481.0499999999,542570.4,678213,1041806.9,363593.875,1,0.6799358,False,1,1,1,1,58.138046,75.73933,71.063095,71.063095,65.13581,6.9977646,12.925049,12.925049,17.60128
6431,2.0,1.0,85,-23.5932335,-46.6405549,547525,2,123.0,1,520148.75,492772.5,465396.25,438020.0,547525,673357.44,125832.4375,1,0.6893584,False,1,1,1,1,74.4856,52.336815,52.336815,52.336815,47.727833,-26.75777,-22.148788,-22.148788,-22.148788
5794,2.0,1.0,48,-23.579235,-46.64129000000001,484915,1,101.76747512464914,0,460669.25,436423.5,412177.75,387932.0,484915,463246.94,-21668.0625,1,0.5380455,True,1,1,1,1,79.58496,77.54176,77.54176,55.910362,53.285995,-26.298965,-23.674599,-2.0431976,-2.0431976
5584,3.0,2.0,76,-23.5925198,-46.6253135,659503,1,82.0,1,626527.85,593552.7000000001,560577.5499999999,527602.4,659503,772822.4,113319.375,1,0.70358807,False,1,1,1,1,110.21916,110.21916,94.6239,94.6239,65.09027,-45.12889,-15.595261,-15.595261,0.0
4477,3.0,1.0,140,-23.5754462,-46.6447094,1363040,1,12.0,1,1294888.0,1226736.0,1158584.0,1090432.0,1363040,1268092.0,-94948.0,1,0.6368668,False,1,1,1,1,105.50692,134.53377,98.78392,98.78392,76.12286,-29.384056,-6.7229996,-6.7229996,29.026848
4327,2.0,1.0,87,-23.6365613,-46.6946338,581612,3,23.0,1,552531.4,523450.8,494370.2,465289.60000000003,581612,607279.25,25667.25,1,0.8005702,False,1,1,1,1,79.98938,70.44747,57.250748,52.34242,52.34242,-27.646961,-27.646961,-22.738632,-9.541908
4783,3.0,3.0,198,-23.529104500000006,-46.72573679999999,2316360,3,324.0621087161848,0,2200542.0,2084724.0,1968906.0,1853088.0,2316360,2137758.5,-178601.5,0,0.03633077,False,0,0,0,0,180.98128,180.98128,180.98128,171.43922,171.43922,-9.542053,-9.542053,0.0,0.0
2124,4.0,4.0,350,-23.5097595,-46.6507406,2595440,1,4.0,1,2465668.0,2335896.0,2206124.0,2076352.0,2595440,3120164.0,524724.0,1,0.8796183,False,1,1,1,1,107.34301,103.17979,80.309975,80.309975,97.71612,-9.626892,-27.033035,-27.033035,-4.1632233
6456,1.0,1.0,30,-23.5374952,-46.66974370000001,411065,3,300.0,1,390511.75,369958.5,349405.25,328852.0,411065,439939.56,28874.5625,0,0.16395195,True,0,0,0,0,70.381195,77.91829,86.58151,84.73311,61.805397,-8.575798,14.351913,16.200317,7.537094
7953,4.0,3.0,172,-23.6104107,-46.6565081,2172560,2,27.94733899697053,0,2063932.0,1955304.0,1846676.0,1738048.0,2172560,2168731.8,-3828.25,0,0.29810965,False,0,1,1,1,136.44635,152.03668,120.705246,120.705246,109.165634,-27.280716,-15.741104,-15.741104,15.590332
5987,3.0,3.0,128,-23.6161559,-46.6360268,1317740,1,37.0,1,1251853.0,1185966.0,1120079.0,1054192.0,1317740,1054678.5,-263061.5,1,0.546068,False,1,1,1,1,140.5697,115.23849,106.86436,88.12989,85.94114,-54.628563,-52.43981,-33.705345,-25.331215
5005,3.0,3.0,150,-23.5874835,-46.6783846,2057140,3,211.1034294565189,0,1954283.0,1851426.0,1748569.0,1645712.0,2057140,2347354.0,290214.0,0,0.17987227,False,0,0,0,0,147.79187,142.46301,142.46301,121.580086,118.39182,-29.400047,-26.211784,-5.3288574,-5.3288574
4607,3.0,1.0,95,-23.580635,-46.6447626,791690,3,68.0,1,752105.5,712521.0,672936.5,633352.0,791690,863106.3,71416.3125,1,0.7897047,False,1,1,1,1,101.01608,95.04712,95.04712,95.58848,95.58848,-5.4276047,-5.4276047,-5.9689636,-5.9689636
6352,4.0,4.0,172,-23.5348413,-46.672004,2558540,2,102.95263686455831,0,2430613.0,2302686.0,2174759.0,2046832.0,2558540,2104136.0,-454404.0,0,0.107696466,False,0,0,0,0,147.49965,126.90208,116.330894,116.330894,99.62184,-47.877808,-31.168755,-31.168755,-20.597572
57,3.0,3.0,275,-23.5697666,-46.6639718,4952940,1,26.0,1,4705293.0,4457646.0,4209999.0,3962352.0,4952940,3598075.8,-1354864.25,0,0.1965687,True,0,0,0,0,205.022,174.99661,122.01434,144.4129,144.4129,-60.6091,-60.6091,-83.00766,-30.02539
3759,4.0,4.0,280,-23.5328415,-46.7150843,3933850,3,310.84313272179236,0,3737157.5,3540465.0,3343772.5,3147080.0,3933850,3027813.5,-906036.5,0,0.08052164,False,0,0,0,0,216.42645,167.9069,170.75354,170.75354,186.04022,-30.38623,-45.672913,-45.672913,-48.519547
2946,3.0,1.0,160,-23.5593856,-46.6644146,1680380,1,92.24382218279379,0,1596361.0,1512342.0,1428323.0,1344304.0,1680380,1649072.2,-31307.75,0,0.47825062,False,0,0,1,1,107.33627,85.57778,78.140396,62.160316,62.160316,-45.175957,-45.175957,-29.195877,-21.758492
456,4.0,4.0,300,-23.543327,-46.6578712,3114690,3,162.26263736859053,0,2958955.5,2803221.0,2647486.5,2491752.0,3114690,3618092.0,503402.0,0,0.22731058,False,0,0,0,0,121.818565,131.77335,131.77335,158.21527,148.98224,27.163673,36.396706,9.954781,9.954781
3504,3.0,1.0,90,-23.584392,-46.6431207,767447,3,337.2938643160719,0,729074.65,690702.3,652329.95,613957.6,767447,903803.5,136356.5,0,0.030491866,False,0,0,0,0,94.812416,94.812416,92.964935,93.506294,93.506294,-1.3061218,-1.3061218,-1.8474808,0.0
6439,1.0,1.0,36,-23.5540461,-46.6501401,548430,2,330.40206215132883,0,521008.5,493587.0,466165.5,438744.0,548430,514946.34,-33483.65625,0,0.03286086,False,0,0,0,0,121.59656,140.71759,140.71759,140.71759,138.6744,17.077835,19.121033,19.121033,19.121033
4027,4.0,3.0,150,-23.6471218,-46.66686170000001,1151550,1,64.0,1,1093972.5,1036395.0,978817.5,921240.0,1151550,1131859.0,-19691.0,1,0.683945,False,1,1,1,1,92.42922,73.69474,71.50599,71.50599,71.50599,-20.923233,-20.923233,-20.923233,-18.734482
3218,2.0,1.0,72,-23.5413485,-46.6884464,707642,2,65.0,1,672259.9,636877.8,601495.7,566113.6,707642,725797.25,18155.25,1,0.7245462,False,1,1,1,1,89.14088,84.17563,84.17563,79.04222,79.04222,-10.098656,-10.098656,-4.965248,-4.965248
3568,3.0,1.0,50,-23.6404864,-46.6526494,386893,1,117.0,1,367548.35,348203.7,328859.05,309514.4,386893,329788.22,-57104.78125,1,0.56261986,False,1,1,1,1,61.949223,61.949223,54.135555,51.312523,55.277004,-6.6722183,-10.6367,-7.8136673,0.0
557,3.0,2.0,120,-23.5661983,-46.6879037,1252570,1,206.7106123308649,0,1189941.5,1127313.0,1064684.5,1002056.0,1252570,1462832.8,210262.75,0,0.36695427,False,0,1,1,1,99.7581,91.38398,79.733925,74.76471,74.76471,-24.993393,-24.993393,-20.024178,-8.374123
1548,4.0,3.0,152,-23.6122389,-46.6826438,1389770,2,18.0,1,1320281.5,1250793.0,1181304.5,1111816.0,1389770,1677306.8,287536.75,1,0.78432584,False,1,1,1,1,110.04254,106.62186,86.36094,84.52263,65.788155,-44.254387,-25.519913,-23.681602,-3.4206848
5207,3.0,3.0,203,-23.546665,-46.716166,2194160,3,50.16922045826397,0,2084452.0,1974744.0,1865036.0,1755328.0,2194160,2356780.8,162620.75,0,0.2187835,False,0,0,1,0,123.91648,123.91648,114.37441,135.4773,134.87303,10.956551,11.560814,-9.5420685,0.0
5129,3.0,3.0,214,-23.5588978,-46.6772718,2083140,2,211.0,1,1978983.0,1874826.0,1770669.0,1666512.0,2083140,2744890.2,661750.25,0,0.4577878,True,0,0,0,0,111.15591,104.50897,96.398766,90.00128,66.94069,-44.215218,-21.154625,-14.757141,-6.6469345
6823,3.0,1.0,135,-23.5757549,-46.6456345,1554070,2,0.9226027811673454,0,1476366.5,1398663.0,1320959.5,1243256.0,1554070,1165250.4,-388819.625,0,0.049470946,False,0,0,0,0,128.72243,124.33365,124.33365,103.73018,100.62223,-28.100197,-24.992249,-4.3887787,-4.3887787
6132,2.0,1.0,55,-23.5600899,-46.69879870000001,674134,3,119.64679803169865,0,640427.2999999999,606720.6,573013.9,539307.2000000001,674134,523796.3,-150337.6875,0,0.31331688,False,0,0,1,1,110.530556,117.048874,109.20412,109.20412,105.05868,-5.471878,-1.3264389,-1.3264389,6.518318
227,3.0,1.0,83,-23.5333734,-46.668047,1253200,2,318.80799725199364,0,1190540.0,1127880.0,1065220.0,1002560.0,1253200,945732.5,-307467.5,0,0.027923586,False,0,0,0,0,193.3372,184.96309,150.62154,138.38342,138.38342,-54.95378,-54.95378,-42.715668,-8.374115
5117,2.0,1.0,78,-23.5000445,-46.617711,746443,3,43.96308991558453,0,709120.85,671798.7000000001,634476.5499999999,597154.4,746443,567789.2,-178653.8125,1,0.586112,True,1,1,1,1,194.54495,147.41396,125.980354,125.980354,110.38508,-84.159874,-68.5646,-68.5646,-47.130997
2220,3.0,3.0,126,-23.605358,-46.7081159,1025500,2,73.73232987378593,0,974225.0,922950.0,871675.0,820400.0,1025500,1118624.1,93124.125,1,0.73053133,True,1,1,1,1,95.33462,95.33462,93.118095,72.55138,64.28969,-31.04493,-22.783241,-2.2165222,0.0
7134,2.0,1.0,95,-23.616655,-46.6400931,747046,1,18.0,1,709693.7,672341.4,634989.1,597636.8,747046,664825.2,-82220.8125,1,0.8106763,False,1,1,1,1,78.32812,78.32812,78.86948,78.86948,62.492077,-15.8360405,0.54135895,0.54135895,0.0
997,3.0,1.0,98,-23.6187563,-46.6795438,855212,2,7.748033440267832,0,812451.3999999999,769690.8,726930.2,684169.6000000001,855212,813350.3,-41861.6875,0,0.46696907,False,0,0,0,1,121.2208,84.15274,78.18378,78.18378,70.21044,-51.01036,-43.037025,-43.037025,-37.06806
7828,3.0,4.0,310,-23.545417,-46.6970753,3211400,1,85.26760767020112,0,3050830.0,2890260.0,2729690.0,2569120.0,3211400,3750719.8,539319.75,0,0.40008548,False,0,0,0,0,127.94332,139.1785,118.80529,118.80529,110.34052,-17.602798,-9.138031,-9.138031,11.235176
297,4.0,3.0,370,-23.5425344,-46.6589149,3144190,3,8.0,1,2986980.5,2829771.0,2672561.5,2515352.0,3144190,3633917.8,489727.75,1,0.53014606,False,1,1,1,1,132.3622,152.09753,152.09753,125.68406,127.0866,-5.2755966,-6.6781387,19.735336,19.735336
6686,1.0,1.0,40,-23.6113363,-46.6396128,313677,1,95.0,1,297993.14999999997,282309.3,266625.45,250941.6,313677,367387.03,53710.03125,1,0.8728186,False,1,1,1,1,43.639137,43.639137,43.639137,43.639137,43.639137,0.0,0.0,0.0,0.0
5917,3.0,2.0,85,-23.6054648,-46.6359058,822717,2,21.030442711374842,0,781581.1499999999,740445.3,699309.45,658173.6000000001,822717,787886.4,-34830.625,0,0.4535209,False,1,1,1,1,98.69587,98.69587,83.94985,82.10237,82.64374,-16.052132,-16.593498,-14.746017,0.0
37,4.0,4.0,165,-23.5940805,-46.62535670000001,2122170,3,126.55704090456938,0,2016061.5,1909953.0,1803844.5,1697736.0,2122170,1499340.6,-622829.375,0,0.3198413,False,0,0,0,0,115.265,96.09725,96.09725,94.20776,92.0733,-23.191696,-21.057236,-19.167747,-19.167747
5056,2.0,2.0,100,-23.5823574,-46.6765956,1458550,1,176.0,1,1385622.5,1312695.0,1239767.5,1166840.0,1458550,1416755.6,-41794.375,0,0.16081014,True,0,0,0,0,120.37663,120.37663,124.892105,123.42037,115.04625,-5.3303833,3.0437393,4.5154724,0.0
5553,3.0,2.0,137,-23.5710964,-46.6336705,1182320,1,143.92025673419582,0,1123204.0,1064088.0,1004972.0,945856.0,1182320,1168070.1,-14249.875,1,0.58717144,True,1,1,1,1,94.85142,85.131226,87.24643,87.24643,87.24643,-7.604988,-7.604988,-7.604988,-9.720192
3612,4.0,4.0,208,-23.5895084,-46.6855586,3798370,2,164.8359033000363,0,3608451.5,3418533.0,3228614.5,3038696.0,3798370,3082271.5,-716098.5,0,0.2121719,False,0,0,0,0,157.43353,149.27954,149.27954,149.27954,177.82019,20.386658,-8.153992,-8.153992,-8.153992
504,3.0,4.0,182,-23.581891,-46.6446862,2591080,1,339.41543134855567,0,2461526.0,2331972.0,2202418.0,2072864.0,2591080,2291304.5,-299775.5,0,0.007566062,False,0,0,0,0,129.65205,109.054474,83.74249,83.74249,83.74249,-45.90956,-45.90956,-45.90956,-20.59758
7948,2.0,2.0,65,-23.5636766,-46.6859704,851720,2,51.489559319800385,0,809134.0,766548.0,723962.0,681376.0,851720,986083.94,134363.9375,0,0.43778396,False,0,0,1,1,131.75296,121.93892,118.47024,108.15038,89.490906,-42.262054,-23.602577,-13.282722,-9.814041
6267,3.0,1.0,158,-23.546363600000006,-46.6552774,1635240,3,111.75566808184496,0,1553478.0,1471716.0,1389954.0,1308192.0,1635240,1484619.9,-150620.125,0,0.42997783,False,0,1,1,1,88.04119,88.04119,97.6425,86.051186,80.93694,-7.104248,-1.9900055,9.601311,0.0
7048,3.0,4.0,213,-23.5438874,-46.5682669,1399970,1,117.0,1,1329971.5,1259973.0,1189974.5,1119976.0,1399970,1500402.6,100432.625,1,0.6072875,False,1,1,1,1,81.09894,82.34523,79.21498,79.21498,80.875,-0.22393799,-1.8839569,-1.8839569,1.2462921
6489,1.0,1.0,100,-23.5599334,-46.6721842,1247560,3,158.98579368931368,0,1185182.0,1122804.0,1060426.0,998048.0,1247560,1134091.8,-113468.25,0,0.18359713,False,0,0,0,0,156.39432,156.39432,122.05276,89.93154,104.55585,-51.83847,-66.462776,-34.34156,0.0
132,2.0,1.0,71,-23.6443676,-46.66743020000001,540621,3,66.0,1,513589.94999999995,486558.9,459527.85,432496.80000000005,540621,542378.94,1757.9375,1,0.502422,False,1,1,1,1,71.16886,72.290306,73.93935,69.33037,69.33037,-1.8384933,-1.8384933,2.770485,1.1214447
1726,2.0,1.0,41,-23.630559100000006,-46.6198818,221027,2,183.0,1,209975.65,198924.30000000002,187872.94999999998,176821.6,221027,298978.28,77951.28125,1,0.5767128,False,1,1,1,1,57.201973,57.201973,57.201973,57.201973,57.201973,0.0,0.0,0.0,0.0
485,4.0,4.0,300,-23.6125152,-46.7382161,2191480,1,9.0,1,2081906.0,1972332.0,1862758.0,1753184.0,2191480,1706112.4,-485367.625,0,0.15276866,True,0,0,0,0,102.97584,95.940796,97.022255,93.02903,90.763084,-12.212753,-9.946808,-5.953583,-7.035042
4572,2.0,1.0,76,-23.554903,-46.6787332,734322,1,55.0,1,697605.9,660889.8,624173.7,587457.6,734322,742896.1,8574.125,1,0.7178732,False,1,1,1,1,94.48826,86.4715,84.17563,84.17563,79.04222,-15.446037,-10.31263,-10.31263,-8.016762
6906,3.0,4.0,228,-23.5913146,-46.6710656,4489410,3,112.89868697669544,0,4264939.5,4040469.0,3815998.5,3591528.0,4489410,3558145.5,-931264.5,0,0.03802369,False,0,0,0,0,174.02795,174.02795,174.02795,167.90268,157.55057,-16.477386,-6.1252747,0.0,0.0
7160,4.0,3.0,136,-23.53375,-46.680375,1809310,3,64.68943833932516,0,1718844.5,1628379.0,1537913.5,1447448.0,1809310,1417466.5,-391843.5,0,0.23833922,False,0,0,0,1,109.27139,117.73398,116.705185,116.705185,116.705185,7.433792,7.433792,7.433792,8.462585
2838,3.0,4.0,220,-23.5438512,-46.6886361,2126280,1,74.0,1,2019966.0,1913652.0,1807338.0,1701024.0,2126280,2728450.0,602170.0,1,0.52308726,False,1,1,1,1,96.67904,84.06667,75.956474,69.55899,69.55899,-27.120049,-27.120049,-20.722565,-12.612366
5927,3.0,3.0,360,-23.539633,-46.663429,3936290,3,288.7945363945552,0,3739475.5,3542661.0,3345846.5,3149032.0,3936290,3836652.0,-99638.0,0,0.022468261,False,0,0,0,0,205.108,220.18541,204.5751,167.40395,153.58983,-51.518173,-37.704056,-0.53289795,15.077408
5742,2.0,1.0,77,-23.527512,-46.70886,591250,2,74.0,1,561687.5,532125.0,502562.5,473000.0,591250,615120.6,23870.625,1,0.6713685,False,1,1,1,1,81.118355,81.118355,52.381165,57.126945,57.126945,-23.99141,-23.99141,-28.73719,0.0
5382,3.0,2.0,76,-23.6076328,-46.62383320000001,718308,3,207.0,1,682392.6,646477.2000000001,610561.7999999999,574646.4,718308,809223.56,90915.5625,0,0.3868795,True,0,0,0,1,180.52159,103.44231,111.957,96.361725,96.361725,-84.15987,-84.15987,-68.56459,-77.079285
389,2.0,1.0,85,-23.5840137,-46.61679760000001,516405,2,96.0,1,490584.75,464764.5,438944.25,413124.0,516405,619136.94,102731.9375,1,0.87228936,False,1,1,1,1,56.950283,56.950283,56.950283,52.3413,45.185623,-11.76466,-4.608982,0.0,0.0
5179,2.0,1.0,48,-23.5483721,-46.6550722,471375,3,140.0,1,447806.25,424237.5,400668.75,377100.0,471375,580786.6,109411.625,1,0.5227174,False,1,1,0,1,85.84518,83.80198,83.80198,72.53268,68.20945,-17.635727,-13.3125,-2.0431976,-2.0431976
4567,1.0,1.0,57,-23.5929892,-46.6510277,869878,3,90.39184845289756,0,826384.1,782890.2000000001,739396.2999999999,695902.4,869878,721039.4,-148838.625,0,0.10657061,False,0,0,0,0,163.43408,157.1756,157.1756,132.6585,124.64171,-38.792374,-30.775589,-6.258484,-6.258484
2833,3.0,2.0,92,-23.5302242,-46.575694,780082,3,51.0,1,741077.9,702073.8,663069.7,624065.6,780082,685609.3,-94472.6875,1,0.65499884,False,1,1,1,1,104.339615,89.5936,89.5936,90.13496,90.13496,-14.2046585,-14.2046585,-14.746017,-14.746017
